path,drive_id,mimeType,modifiedTime,sizeBytes
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/2019 3.30.pdf,1SUiEBUufX0bP2PDYk4h9Kxuc2dAf1BD1,application/pdf,2019-04-04,270121
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/2019 4.30 Citizens.pdf,1gNZ48pDa62cfEbvfl88_J3z1Isp8fjAn,application/pdf,2019-05-10,271145
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/2019 4.30 reconciliation detail corrected.pdf,1IkxB9TOjY8_EWzd7u4wsO-TMGBHtwTnD,application/pdf,2019-06-11,92650
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/2019 4.30 reconciliation detail.pdf,1LAxg2vhJH6q-dhUc6kBGscKAJ9qArpXR,application/pdf,2019-05-10,82540
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/2019 4.30 reconciliation summary corrected.pdf,1w9sApTlUW_P1vytcHinl-jsSfeoKsaWD,application/pdf,2019-06-11,32988
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/2019 4.30 reconciliation summary.pdf,1XgPsteRTkcZqv0p-cdc3SzAdb4Sf4jqF,application/pdf,2019-05-10,32830
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/2019 5.30 reconciliation detail.pdf,1QsrDAkuikacVji2USAV_dhrgWE499g_p,application/pdf,2019-06-11,78747
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/2019 5.30 reconciliation summary.pdf,11UpBmB9X6pQp-sHuE2weDPLCAsdRau1r,application/pdf,2019-06-11,32694
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/2019 5.30.pdf,1Ew4j6U9yT8pOuOeugnR8GA6lnOdofOUK,application/pdf,2019-06-13,278909
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/2019 6.30 reconciliation detail.pdf,1lxlf1j8mknmDj-gfB_pgFlbwvOpdYJ7z,application/pdf,2019-07-14,81818
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/2019 6.30 reconciliation summary.pdf,13kbZHkXFjVs432f8VTQ8pkllS5Lv8Usg,application/pdf,2019-07-14,32853
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/2019 6.30.pdf,1V8uwTHSdDj6Ln37zmr0nKyPjYoPrYK2a,application/pdf,2019-07-14,238456
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/2019 7.31 reconciliation detail.pdf,1FWVhnzwHp3OiXxrNhhPMTMfZjmMvbH84,application/pdf,2019-08-07,76839
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/2019 7.31 reconciliation summary.pdf,17fIhyrwC4YVR1hO5HeLOPgbdPpmq4MLu,application/pdf,2019-08-07,33074
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/2019 7.31.pdf,1GEZT73qofho4kmMj6nY2LdTMshQjNoO4,application/pdf,2019-08-07,274344
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/2019 8.30 reconciliation detail.pdf,1sIrrDPPr8pROaS6pRDKLhWn0SANhCR-J,application/pdf,2019-09-12,78513
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/2019 8.30 reconciliation summary.pdf,1h9v5j_lrX_3K0nq-kQWCdIU5zxjss87k,application/pdf,2019-09-12,32917
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/2019 8.30.pdf,1XnZNcyhvvQmj9nOuTPyP_jHZB3GKEGRx,application/pdf,2019-09-12,276352
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/2019 9.30 reconciliation detail.pdf,1HIGulqNihf7CZkbl51D1v4ObE-Dgoj-7,application/pdf,2019-10-09,79547
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/2019 9.30 reconciliation summary.pdf,1sMtGnRyaqZm2FZix9_C7aAYDznAOAwI0,application/pdf,2019-10-09,32638
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/2019 9.30.pdf,1FR7q5sCbTTSsll9zGBLWc-WCwXwidVNd,application/pdf,2019-10-08,280473
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/amex 4.29.19 reconciliation detail.pdf,1SI0DuW0tGBqBtWVzBRBqRRQKuzOJbiPB,application/pdf,2019-04-29,172246
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2019/amex 4.29.19 reconciliation summary.pdf,1n95ISkPVpfl__e4i_nCaIpORJBj_NcCS,application/pdf,2019-04-29,30900
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020,1OE8UVKljBrQB8vPw84AfYl-9sDPKxI0q,application/vnd.google-apps.folder,2026-08-18,
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 1.31 Citizens.pdf,1rn-oGYtBY5G82xxLbHvtlgk2UsHr0ffR,application/pdf,2020-02-14,251538
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 1.31 Reconciliation Detail.pdf,1iJP6IpJIMqbmvFYvUDBBUWh99S94q7rj,application/pdf,2020-02-14,80389
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 1.31 Reconciliation Summary.pdf,1yl0hcznLv7iSu2Ihhl-saAk67ynm5JOL,application/pdf,2020-02-14,32807
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 10.31 Citizens.pdf,1yGV11jw_wrfRwZTccMK5OzJKodDtng6i,application/pdf,2020-11-09,704153
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 10.31 Reconciliation Detail.pdf,1Ea4tqZEA844-_G6di3A-0_6BGfMwMTLh,application/pdf,2020-11-09,74215
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 10.31 Reconciliation Summary.pdf,1FBszvxiPH50k7miwvAV6yHrjkFx2UzY7,application/pdf,2020-11-09,33089
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 11.30 Citizens.pdf,14yyaNyFwmKbCljLSVrnwEobc6TjtLupz,application/pdf,2020-12-09,703351
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 11.30 Reconciliation Detail.pdf,1Cq1iBaBLrGbquUngVbZr2LZlunstE0zU,application/pdf,2020-12-09,71560
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 11.30 Reconciliation Summary.pdf,152JnHfndqBVuOK_w9Ads-85xOz4GBqGI,application/pdf,2020-12-09,32881
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 12.31 Citizens.pdf,1q7CDOPdFpRLspVrjhusI3DwWhSG7dOdV,application/pdf,2021-01-07,703512
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 12.31 Reconciliation Detail.pdf,1otaiGUQfsV5dPhmkTE_4zXqSiOqpelSQ,application/pdf,2021-01-16,79041
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 12.31 Reconciliation Summary.pdf,1PMBNY6EcLmDenmTJxEfKfokeKy3IPNPT,application/pdf,2021-01-16,32303
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 2.28 Citizens.pdf,1GkkrGkf3LmxWqu7RjNIfAK9oLJbnlSyk,application/pdf,2020-03-04,305011
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 2.28 Reconciliation Detail.pdf,1OJ0lsMnM0VFaZvCrrmCgh-Ad6JWymNW0,application/pdf,2020-03-05,72643
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 2.28 Reconciliation Summary.pdf,1doe2mMH8QiB9Cwjj5IQjCwZCBz5VfyVJ,application/pdf,2020-03-05,32919
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 3.31 Citizens.pdf,1E4AlpNWLPUZAdgknaTxUlwEFKOifk3Xl,application/pdf,2020-04-09,702778
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 3.31 Reconciliation Detail.pdf,1b88OPIyrl9zY8wcrlx-8jFd9WMD7VhsG,application/pdf,2020-04-09,76976
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 3.31 Reconciliation Summary.pdf,1y4nQCeiayXGetwYjhRqwA7NB-LiBpG6C,application/pdf,2020-04-09,32685
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 4.30 Citizens.pdf,1ftcnmYUUGlKlpwtbHZnMLdNLjPFNMhic,application/pdf,2020-05-14,704167
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 4.30 Reconciliation Detail.pdf,1lHbdR9fUtVzB7EiqB2AwYr_Gn-334MU7,application/pdf,2020-05-14,81711
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 4.30 Reconciliation Summary.pdf,12wkgr9yeVtODpenE8hCMaa8rR6vImv9G,application/pdf,2020-05-14,32950
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 5.30 Citizens.pdf,1F0228KbioRwP_64d7jIzmn6t6-C5yRsH,application/pdf,2020-06-03,701835
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 5.30 Reconciliation Detail.pdf,1zeB-5PIheceomjRfD_tayEHsRL_p4EcZ,application/pdf,2020-06-05,74042
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 5.30 Reconciliation Summary.pdf,15GQ0mM7DHl92cUI-gCUQlBZtzODDEdcW,application/pdf,2020-06-05,32937
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 6.30 Citizens.pdf,1tLr2kmuEAWnjrGM3158SXeopIr8lXKK4,application/pdf,2021-01-07,704782
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 6.30 Reconciliation Detail.pdf,1WEY0N4N_H0FFF_MxOJ71zw9G_-QAm92z,application/pdf,2020-07-14,82385
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 6.30 Reconciliation Summary.pdf,1YYsXhk3YRafU7IMRg6FDNXlS1_i-s63S,application/pdf,2020-07-14,32881
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 7.31 Citizens.pdf,1FYF8kwbWrMVWq1eo92OO7nxZ1eGFdZj2,application/pdf,2020-08-04,828891
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 7.31 Reconciliation Detail.pdf,1GLxPGGAl0jS670DJ7x_jC-wbd65t_TMu,application/pdf,2020-08-04,75232
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 7.31 Reconciliation Summary.pdf,1C5rfygZuTzD293I5pWgCgxXYLd5Ss1jc,application/pdf,2020-08-04,32828
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 8.30 Citizens.pdf,1oZCB0FXoNqaHKCl5daeFG3uybzWZTyPc,application/pdf,2020-09-03,704822
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 8.31 Reconciliation Detail.pdf,1OyCnLiUg48jKcUWPcEeYN_GM9zQi6n99,application/pdf,2020-09-03,74281
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 8.31 Reconciliation Summary.pdf,1MM3HW-ia99qMAXYqIjt7yeEjx5zEpFOE,application/pdf,2020-09-03,32789
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 9.30 Citizens.pdf,1KDOyoh-osBEUZT2MnabcOc46Bl8IwM3f,application/pdf,2020-10-09,702203
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 9.30 Reconciliation Detail.pdf,14hsphl709QrIw92W24W7SxT0MyV6S98z,application/pdf,2020-10-09,76164
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 9.30 Reconciliation Summary.pdf,1hwpvTE901YNQjyTGF9bMiNLy4rFTtedA,application/pdf,2020-10-09,32921
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2020/2020 cash flow statement.pdf,1VI7rXG5ZjeOGpRxXNhKuOKfCS1IJcgus,application/pdf,2021-01-07,37463
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2021,14aWRW7c6DGG0rtw0rIMbsysH1yqtia5S,application/vnd.google-apps.folder,2026-08-18,
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2021/10.31.21 - MANUEL C LEAL & SON DAIRY.pdf,1gVQitMPgkocOh8JIfDOaPAFisnhASEdW,application/pdf,2021-11-08,705527
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2021/11.30.21 - MANUEL C LEAL & SON DAIRY.pdf,1-OrGXL9knqEP6vKTX0Its4m7dCLZx0VF,application/pdf,2021-12-01,703288
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2021/1_29_2021 - MANUEL C LEAL & SON DAIRY.pdf,1aoUSKaqxrpu2SqETRJMBqBc5U1MTzQss,application/pdf,2021-02-16,704177
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2021/2.26.21 Reconciliation Detail.pdf,1Cwxjt8Ff8hxzb9aiSf0EsibWlaDhciJr,application/pdf,2021-03-17,75468
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2021/2.26.21 Reconciliation Summary.pdf,1XRUHVLtm9xLJNv_RZJlpsAdzTjG0A7eN,application/pdf,2021-03-17,33206
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2021/2021 12_31_2021 Checking Statement-document.pdf,1hKKDo1Y-DOAGtlUd-VaxJb1WwWzXIogh,application/pdf,2022-02-02,704244
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2021/2_26_2021 - MANUEL C LEAL & SON DAIRY.pdf,1zynmM7NOfg8yBFNEsdxNlko3q2NHx5l9,application/pdf,2021-03-17,702672
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2021/3_31_2021 - MANUEL C LEAL & SON DAIRY.pdf,1TQrYSSxTWg5Fu3EiKa46Jyl3TyOTyFJs,application/pdf,2021-04-15,702721
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2021/4_30_2021 - MANUEL C LEAL & SON DAIRY.pdf,1H4fgVFVHx2UPd6VuYnHT2cZ1Y28JoibK,application/pdf,2021-05-14,704032
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2021/5_28_2021 - MANUEL C LEAL & SON DAIRY.pdf,16PF9070Omwo9Ft3X9yh3fwzbxEiQca0e,application/pdf,2021-06-09,704030
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2021/6_30_2021 - MANUEL C LEAL & SON DAIRY.pdf,11IoE5jG6N3tYj1Pc-5cjEn0MfIxy0c5A,application/pdf,2021-07-06,705934
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2021/7_30_2021 - MANUEL C LEAL & SON DAIRY.pdf,1uYxGOdQszNQX3Ypp9Tbm7HEjwjeLB3L2,application/pdf,2021-08-05,702393
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2021/8_31_2021 - MANUEL C LEAL & SON DAIRY.pdf,1lQcBC3JLoYxKCBXqF8Y8DoK2At1e3qsi,application/pdf,2021-09-15,1277560
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2021/9.31.2021 Citizens statement.pdf,12VZvpg2MPYyfIEiIjW2uI-HLexxZkDqv,application/pdf,2021-10-14,902487
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2022,1iY-ivwCyimpDQ3SSG_43ttXkg-upiKFA,application/vnd.google-apps.folder,2026-08-18,
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2022/2022 01_31_2022 Checking Statement-document.pdf,1lFrJXTayFd5KL1CN6qIBH9LdiYWF8rQ9,application/pdf,2022-02-02,703730
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2022/2022 02_28_2022 Checking Statement-document.pdf,1o2NcXY5HW4N8YUJAr9DcDcOLGlZC8JCA,application/pdf,2022-03-14,705949
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2022/2022 03_31_2022 Checking Statement-document.pdf,1YyMHWRgzsNMEM3texf5_k-0swdc95tuh,application/pdf,2022-04-07,706138
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2022/2022 04_29_2022 Checking Statement-document.pdf,1HF98XddiM-TyNltc0eW1NB3K9YxgjTDZ,application/pdf,2022-06-09,707866
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2022/2022 05_31_2022 Checking Statement-document.pdf,1d2FPSu7b8Y753-XIpPZbvZF_9PLGDCNz,application/pdf,2022-06-09,703878
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2022/2022 06_30_2022 Checking Statement-document.pdf,1d_8satT3HV5IJHdb84tpgiyHcFWpbYas,application/pdf,2022-08-02,705441
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2022/2022 07_31_2022 Checking Statement-document.pdf,106I2bEWnK0V1-Mn5OINmhgsXZvZd7cIU,application/pdf,2022-08-02,845285
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2022/2022 08_31_2022 Checking Statement-document.pdf,1s9zztvdUs4DKBCpV60RhvRAXnQz-Suo6,application/pdf,2022-09-01,845619
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2022/2022 09_30_2022 Checking Statement-document.pdf,1SX7gOZAC6k4h0jsmRhneji81_kI6hm9y,application/pdf,2022-10-11,846654
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2022/2022 10_31_2022 Checking Statement-document.pdf,1i4bVEVVJ1Brp_feuGDZhFbBBfiRo9vqU,application/pdf,2022-11-02,705403
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2022/2022 11_30_2022 Checking Statement-document(1).pdf,1SVhTDepnFF_xo5pitRFItCPHTJPZJlak,application/pdf,2023-01-02,708822
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2022/2022 12_30_2022 Checking Statement-document.pdf,1E5bphOUJUKNxsd-7SGtHCYCEScOEOXkm,application/pdf,2023-01-02,706708
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2023,1Xw326c4Y_JdEz6KsGvbeiOTMxxHZL_NH,application/vnd.google-apps.folder,2026-08-18,
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2023/2023 01_31_2023 Checking Statement-document.pdf,1PeBFnY17WrY3Yp8j97-QsFBpVu60tiKz,application/pdf,2023-02-02,706879
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2023/2023 02_28_2023 Checking Statement-document.pdf,1xfMDXk6vPOsbT5UMu53ehUsZoQixq9kT,application/pdf,2023-03-14,701585
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2023/2023 03_31_2023 Checking Statement-document.pdf,18nMZMTB3RBZ_DVCV3E_uCKM5wdtVG5xt,application/pdf,2024-06-06,701610
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2023/2023 04_28_2023 Checking Statement-document.pdf,12N50d6-P6gMyHugnPewaGA22Zt03fWyS,application/pdf,2023-05-02,702067
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2023/2023 05_31_2023 Checking Statement-document.pdf,1K8o12B3sEFkW77T6ZUbHW8kaCV-1rdEp,application/pdf,2024-06-06,701952
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2023/2023 06_30_2023 Checking Statement-document.pdf,1HNt8fBLwqzr4GUoSvZYW-w145BTklKM6,application/pdf,2024-06-06,707948
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2023/2023 07_31_2023 Checking Statement-document.pdf,1yQctrG0j9-4jLsCbd6IqpSa6do7ShiyH,application/pdf,2023-08-03,864170
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2023/2023 08_31_2023 Checking Statement-document.pdf,1t43V-8Ta1Qiv1M-aUNZ1oaDjLw7_lfVM,application/pdf,2023-09-14,710243
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2023/2023 09_29_2023 Checking Statement-document.pdf,1b7KgtN9PHxT35WaeBLjEXd0hjCMkXjfj,application/pdf,2024-06-06,708239
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2023/2023 10_31_2023 Checking Statement-document.pdf,1tOx_d-T1imEB0OWmK2bqdMdI7YUJFN7h,application/pdf,2024-06-06,709636
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2023/2023 11_30_2023 Checking Statement-document.pdf,1mgStHPDk6h1CnpRpmgGYp9oHMZ4BrSuQ,application/pdf,2023-12-05,709498
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2023/2023 12_29_2023 Checking Statement-document (1).pdf,1S4mMOYJq06dAJOVADHPxpEeLDhYbOOjU,application/pdf,2024-01-23,708220
Leal Trust Administration Litigation/LEAL DAIRY/LEAL TRUST PARTNERSHIP FINANCIALS/1Citizens Statements 10623/2024,1ogEeCuXPB_ZeT9q_0VmF_p88KztWk0_X,application/vnd.google-apps.folder,2026-08-18,
